lat,lon
40.6134030938240,22.9896236069093
40.6134764763003,22.9896115165174
40.6135395811190,22.9895918897150
40.6136228500432,22.9895509648298
40.6146545040034,22.9917087431237
40.6145950343703,22.9917673892555
40.6145946701333,22.9917677429517
40.6145927240689,22.9917694878856
40.6145906938355,22.9917710610570
40.6131419805461,22.9971431520964
40.6133059447142,22.9965644616281
40.6133223825223,22.9964948663429
40.6134250113812,22.9960603393868
40.6134533614176,22.9958942869990
40.6134665553428,22.9958170044295
40.6135885420512,22.9951024736494
40.6214115634902,22.9818916998363
40.6214103846847,22.9818899720099
40.6214092948668,22.9818881454419
40.6214082965148,22.9818862290193
40.6214073975999,22.9818842315732
40.6475841102771,22.8899694214417
40.6475847315529,22.8899745894913
40.6477597773122,22.8907071346210
40.6477618278135,22.8907157149894
40.6486068516597,22.9212672979603
40.6487698610095,22.9209592471539
40.6489743264558,22.9205728497830
40.6543946806877,22.9113283249172
40.6545189827125,22.9110711842380
40.6545572229726,22.9110168363081
40.6545795641645,22.9110331025114
40.6545795693386,22.9110318640300
40.6490346320521,22.9225603583340
40.6490323626632,22.9225611919670
40.6490301381219,22.9225622191200
40.6490279710733,22.9225634340330
40.6490258674717,22.9225648331514
40.6490238383361,22.9225664091824
40.6490218934880,22.9225681569784
40.6490200387605,22.9225700669780
40.5786975095419,22.9721659946625
40.5786786221993,22.9722185284563
40.5786482095920,22.9725025938081
40.5795113115910,22.9736007540557
40.5933188094029,22.9657828843545
40.5930676479304,22.9658685834312
40.5974140358740,22.9958045012209
40.5974836051954,22.9958485103060
40.5974835492041,22.9958774310921
40.5974832803926,22.9960163962754
40.5974839378347,22.9960234365155
40.5958230214817,22.9956815111024
40.5949814005867,22.9950819469152
40.5949802577992,22.9950810855133
40.5949787779216,22.9950798157598
40.5949773638693,22.9950784221806
40.5949760239220,22.9950769112771
40.5949747611750,22.9950752872791
40.5949735818194,22.9950735586457
40.5949724911563,22.9950717336513
40.5949714947960,22.9950698182431
40.6712844037366,22.9411249840030
40.6712843077072,22.9411273016284
40.6712840953480,22.9411296071177
40.6712837689347,22.9411318901702
40.6712833291170,22.9411341389518
40.6719783794256,22.9403106441458
40.6719777197636,22.9403127995238
40.6719769549951,22.9403148924286
40.6719760869337,22.9403169160547
40.6719751206783,22.9403188594896
40.6719740587785,22.9403207172770
40.6719729081129,22.9403224788731
40.6719716713849,22.9403241376569
40.6719703539675,22.9403256875601
40.6719033913575,22.9406033927002
40.6719037186488,22.9406011098080
40.6719041566750,22.9405988606330
40.6719047077638,22.9405966552329
40.6719053672780,22.9405945010249
40.6719061314705,22.9405924056111
40.6724286212170,22.9411058850861
40.6726587425342,22.9412128147983
40.6728834478000,22.9412829309631
40.6729979153487,22.9402334616009
40.6729992318742,22.9402319114894
40.6730006225182,22.9402304784741
40.6730020827979,22.9402291688075
40.6730036040885,22.9402279854901
40.5074689597893,22.9463730631208
40.5074678080599,22.9463748203120
40.5074665709875,22.9463764763290
40.5074652535179,22.9463780214482
40.5074638636947,22.9463794501664
40.4973184540418,22.9222622567589
40.4972132948981,22.9222774657336
40.4970127818151,22.9223064649030
40.5579244110622,23.0279773320528
40.5581875334867,23.0275292008780
40.5582596033273,23.0274064558523
40.5582804772815,23.0273709051065
40.5050246173185,22.9552443264480
40.5050250040741,22.9552423267453
40.5051013203075,22.9548904305442
40.5051772038966,22.9545405252552
40.5051772570271,22.9545402831439
40.5051775034730,22.9545392381384
40.5043024465384,22.9430871971433
40.5041099037358,22.9430843522042
40.5041234886018,22.9431382679665
40.5041345235209,22.9431820639001
40.5041534813137,22.9432573047530
40.5820307781881,22.9953809361418
40.5820299796274,22.9953788673706
40.5820292875606,22.9953767334438
40.6611046358054,22.9922473180877
40.6611031757441,22.9922486265637
40.6611016538490,22.9922498084774
40.6611000758055,22.9922508554366
40.6610984491952,22.9922517654276
40.6782315605236,22.9200687321631
40.6782671859599,22.9201877698785
40.6783025336069,22.9203056000141
40.6788018079345,22.9203085330091
