lat,lon
40.50647970423224, 22.98038894668214
40.50490049339687, 22.98431754917139
40.50624093126657, 22.98838667677365
40.504758865723495, 22.99473203709685
40.51081190245569, 22.99472491135069
40.504566948620344, 22.999436438650655
40.506065602131, 23.002040220897257
40.50134726417687, 23.030198252874715
40.49709661226151, 23.044862903610277
40.527512620583664, 23.02666718053702
40.53454040275255, 23.021213865599417
40.535541604967, 23.00508523059881
40.53705238730099, 23.004226304894733
40.538532258159776, 22.996939249688282
40.535472343780604, 22.995095683784413
40.53976066412038, 22.992791118807073
40.54199089687606, 22.981989122080087
40.546080292945284, 23.03258042939198
40.546481995276636, 23.031469203433574
40.547396228043986, 23.00847204485387
40.549177307908714, 22.997016317564054
40.55086356133159, 22.990748393462784
40.55663063856244, 22.98581979142222
40.55803057056326, 23.008427980652918
40.558154770248144, 23.00891700817864
40.559079508074525, 23.015192713785925
40.560561607984425, 23.018908317443877
40.560947978938515, 23.026151453223292
40.56593504806236, 23.01972684796835
40.56648959515916, 23.0130268940952
40.567306473284376, 22.989931991099237
40.58541816727816, 22.999237529190122
40.58605785592515, 22.98858606152828
40.588075991798405, 22.98875435029223
40.59320893937405, 22.991080924931506
40.59756579072619, 23.022242439394592
40.61908368132807, 23.096396158816816
40.61955701505508, 23.100343070051835
40.62453015941975, 23.102114998788707
40.64482489225982, 23.127398393782745
40.646177600598456, 23.122887319446047
40.655807147884225, 23.127507983603476
40.66772047498638, 23.13652678672929
40.66075518267896, 23.122481278282933
40.662733139562974, 23.10688170758941
40.6713335284321, 23.10124698803618
40.67187291494817, 23.099596578238966
40.67070576960432, 23.09744869002353
40.67888400142545, 23.07898916863495
40.68152539148967, 23.07183597117429
40.68620661210087, 23.06223604425831
40.70405607252935, 23.076608017707205
40.70481815811302, 23.07290363802798
40.711268456069966, 23.06944581331885
40.71647210873788, 23.06556248260222
40.713480471486804, 23.053263794060122
40.71241520744396, 23.048871782591597
40.71449689839587, 23.042994871336365
40.7151572809589, 23.039942354634544
40.71662467922033, 23.03334990937133
40.720309601455696, 23.02812075145535
40.718884502766784, 23.028341743109888
40.723131932332365, 23.02401582917973
40.72656707602676, 23.020535427720727
40.72619208408782, 23.01667629995635
40.72360523711065, 23.078439957809458
40.73273640606155, 23.056249745815958
40.73646167866227, 23.053219753679834
40.738100083280514, 23.050990602183116
40.737095357559106, 23.035211234113383
40.73287763522328, 23.03616576533825
40.733688441573996, 23.021662470369815
40.737790325487325, 23.023254551788735
40.7377634528275, 23.018867896915243
40.73694479874941, 23.015375002342697
40.734776518766495, 23.016741450792935
40.73369916832545, 23.008983476531405
40.73425863732689, 23.004487932199385
40.73542537741923, 23.00549139754382
40.734608730827816, 22.997166862436405
40.735502651587105, 22.9966007366758
40.7342714504871, 22.994870254578093
40.733586618296854, 22.9940745686076
40.733282603645115, 22.992057176596763
40.73514614523257, 22.99377343099391
40.73130902051711, 22.968558703521644
40.72972319777988, 22.96893674762805
40.729241395153416, 22.967409888031117
40.73548636455395, 22.96227955315402
40.75086237322858, 22.91629256162112
40.751597793524994, 22.911474072251732
40.72973299720271, 22.94894138845736
40.728490767781985, 22.95134409779846
40.72394705049624, 22.95043253369132
40.7180084275824, 22.950041139300048
40.71618112880108, 22.960297244176683
40.71491436644241, 22.9501123382624
