lat,lon,
40.570144596996045, 23.028279946593617,
40.572842433001085, 23.03137334271526,
40.57129771775438, 23.03489637722545,
40.58359363900082, 23.037775962563703,
40.5929385921338, 23.02636891443569,
40.596314548698736, 23.020706172962775,
40.599423831570654, 23.020495575139407,
40.603228852492755, 23.022075571055208,
40.60576932879888, 23.02013339112855,
40.60699511849268, 23.01358145884584,
40.607812299131695, 23.01543003973989,
40.60845182483571, 23.015593838046957,
40.60390395351921, 23.026217328248205,
40.6052186043707, 23.020905583147584,
40.60838076672637, 23.015593838046957,
40.60710170783833, 23.026966120509087,
40.60938001517174, 23.013147286016487,
40.611561508808585, 23.01609236467601,
40.61244674627769, 23.01685702918245,
40.61383988304865, 23.012594024404198,
40.61449486608321, 23.00910344350219,
40.61521103758175, 23.00902955926458,
40.61702111985584, 23.00511105100983,
40.61634421498739, 23.000971327557167,
40.617389420386836, 23.001130642659735,
40.61697479540753, 22.999943365836568,
40.61675020580799, 23.002022048594824,
40.61680779296219, 23.003467264143946,
40.61684011943221, 22.999157968591494,
40.61654736736208, 22.996833548759238,
40.61593021020923, 22.993070698630603,
40.61624670176525, 22.99186158338198,
40.614502817686265, 22.98953745174447,
40.614873502995536, 22.989591521696685,
40.614650322465124, 22.988505053609323,
40.61534530934791, 22.988785193857375,
40.61622743997741, 22.98923763292483,
40.61614040361542, 22.99021378568815,
40.61440148604951, 22.986802020127758,
40.61555856226219, 22.984809397042355,
40.61694185614785, 22.98575461572009,
40.61841535292161, 22.981713834529565,
40.62061778844428, 22.987680772767803,
40.628479439200845, 22.97513910230864,
40.63160564833852, 23.012862352339003,
40.64337176977643, 23.00475552230165,
40.64524063502285, 22.978086124048,
40.63742113648157, 22.970619516254988,
40.639248266525435, 22.966345919175115,
40.641407537559985, 22.966231261713357,
40.64050587247536, 22.97099475889999,
40.64404127914094, 22.971380424975806,
40.645172253383855, 22.97053612897738,
40.64648510852626, 22.974205168411814,
40.64563887355593, 22.97654001166905,
40.64805146858641, 22.973780538692615,
40.639211946462666, 23.049821950874847,
40.64968823493481, 23.033429849708234,
40.657480849789636, 23.019105726158024,
40.66011271263735, 23.039611194762585,
40.65955927417094, 23.052185390600883,
40.66057739588904, 23.042123183157454,
40.6631126358037, 23.03756288342016,
40.6638589731561, 23.034408155503403,
40.66684569386063, 22.99361730355549,
40.66770119849222, 22.98933518216388,
40.6722243069817, 22.99175323277944,
40.67181833370655, 22.992785529882358,
40.67084688758165, 22.999017545836217,
40.66735246435997, 23.00098655701182,
40.671760337320215, 22.992957579402557,
40.673239229413916, 22.992689946815577,
40.673500206966615, 22.99335902828302,
40.67261507310299, 22.97409144325301,
40.6713106378732, 22.97570707142458,
40.6697207925312, 22.97592101833121,
40.670969150780536, 22.977018275893812,
40.67328193880034, 22.97708206993815,
40.6763151146624, 22.98176619195012,
40.67688838406465, 22.980106638160514,
40.67687114294861, 22.984266889430934,
40.67709527708744, 22.97981110121702,
40.677961634594695, 22.97642947624276,
40.675875646124226, 22.982364553418986,
40.67730880591755, 22.979459704911307,
40.67649497162899, 22.98859177653482,
40.676367523376406, 22.98733317695342,
40.67769258933604, 22.987637504152435,
40.678072726355914, 22.986219697518035,
40.678246502551765, 22.986316366152828,
40.67875275725139, 22.98248133638953,
40.68185591125176, 23.009317634150094,
40.682079483752304, 23.00567662591446,
40.68357740016221, 23.004688984004392,
40.68479582972681, 23.007150718317554,
40.683532686726956, 23.01120447242605,
40.68732425584076, 23.00053474608325,
40.68749355530665, 23.022832748525122,
40.67621747665568, 23.044135451317082,
40.68045198284375, 23.05147911814351,
40.59835306996317, 23.062230061739363,
40.592475399958225, 23.052607958531148,
40.591435560119336, 23.053226378584903,
40.5929114570137, 23.057025244629365,
40.593565537264965, 23.057422800378202,
40.59796705720899, 23.054386190592265,
40.59760047065838, 23.054697326861245,
40.598883514791076, 23.054203800365627,
40.59742532304425, 23.056708983757673,
40.596185198927486, 23.05743428428547,
40.59713833996236, 23.05810483657665,
40.596463868800825, 23.05939857929941,
40.59528668502792, 23.0613941429348,
40.59427649003802, 23.061066913402673,
40.59353105412621, 23.063684749596806,
40.5950707978472, 23.06138341409008,
40.57212701508597, 23.08103391447914,
40.56958818323182, 23.089075332359563,
40.57330841885007, 23.084938800528068,
40.57996913484972, 23.076665736895027,
40.58027073648237, 23.077228305224107,
40.57901405404209, 23.071205514877455,
40.5808488024775, 23.077459951006674,
40.57167455709038, 23.09519739950012,
40.569211120683455, 23.095495229622856,
40.56433425489513, 23.095263583840293,
40.562549333742524, 23.096653458535673,
40.562297932573, 23.096487997262415,
40.56780340207243, 23.09820879440225,
40.57071935771575, 23.095296675992877,
40.570317164550985, 23.098804454927784,
40.57464061508441, 23.102874802275277,
40.579516729863116, 23.100128145137056,
40.579491596207845, 23.108996869294373,
40.582231114007044, 23.106117843139646,
40.58240704250887, 23.101021635923246,
40.584945388052844, 23.09850662468611,
40.58546500520672, 23.091522384180237,
40.58586100033875, 23.090145010059405,
40.58678747035584, 23.092043818668838,
40.58607020436766, 23.09359828374806,
40.58550236333819, 23.0954085468783,
40.58650355348868, 23.095093718507826,
40.58431042612058, 23.098831334135355,
40.5820315013022, 23.098221354167556,
40.58162425420805, 23.10019231701547,
40.58185724343216, 23.099670799144683,
40.579816895916814, 23.100354469623547,
40.57955394285611, 23.099526176534642,
40.578871591460924, 23.09949549900902,
40.57819921890277, 23.099534941535662,
40.57747025290266, 23.099881159279015,
40.57720729061471, 23.099889924285076,
40.5765748454261, 23.09991183679926,
40.575636152606364, 23.100244907031378,
40.575163472522725, 23.09988115927276,
40.57620536150752, 23.10104252259674,
40.46359634498349, 23.010677497009244,
40.457789132867, 23.00784979938349,
40.45591719275328, 23.011986150300743,
40.4585720673108, 23.008817784188977,
40.45989703830602, 23.00881778415462,
40.45939549868917, 23.00630899557739,
40.46018897756868, 23.00617125820091,
40.45992698088974, 23.00302297451961,
40.45976978237829, 23.00170463071824,
40.46093753396597, 23.001871883290057,
40.46051834341443, 23.00789297584632,
40.461184555729744, 23.004921783099952,
40.4613043235352, 23.003711661550938,
40.460144063959284, 23.001734145893153,
40.46102736018601, 23.00013048888104,
40.46084770766303, 23.000179680831348,
40.461154613775996, 22.999717276662214,
40.46221754606141, 23.000710953706527,
40.4626217553333, 23.00362311613343,
40.46198549889897, 23.00362311613343,
40.469090939114025, 22.99996002904791,
40.469922521309094, 22.99968675248434,
40.46939666905917, 23.003504586828267,
40.46855285103748, 23.004621805663746,
40.46936609613459, 23.003271497937895,
40.62195530620288, 22.710526655772718,
40.62423518264266, 22.709775717136026,
40.6259618019833, 22.709267729234732,
40.62540861812208, 22.70721369119906,
40.62959929094048, 22.706175628999194,
40.63107434515727, 22.705557208945443,
40.630973774313894, 22.705822246111335,
40.62975015025388, 22.707832111286024,
40.72839298129535, 22.908008585609494,
40.730839112755696, 22.90389016634984,
40.73649017606144, 22.90990083229636,
40.72707358862637, 22.937573365366074,
40.72772561795961, 22.935323092049742,
40.72822717463799, 22.934098678627617,
